id,name,height,weight,base_experience,base_happiness,egg_group,habitat,gender,growth_rate,is_legendary,is_mythical,shape,stats,types,abilities,flavour_text,evolution_chain,genre,sprites_id,generation
671,florges,11,100,248,70,"[""fairy""]",,,medium,false,false,arms,"[{""name"":""hp"",""baseStat"":78},{""name"":""attack"",""baseStat"":65},{""name"":""defense"",""baseStat"":68},{""name"":""special-attack"",""baseStat"":112},{""name"":""special-defense"",""baseStat"":154},{""name"":""speed"",""baseStat"":75}]","[{""name"":""fairy""}]","[{""name"":""flower-veil"",""isHidden"":false},{""name"":""symbiosis"",""isHidden"":true}]","[""It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."",""In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains."",""It controls the flowers it grows. The petal blizzards that Florges triggers are overwhelming in their beauty and power."",""Its life can span several hundred years. It’s said to devote its entire life to protecting gardens.""]",344,Garden Pokémon,671,Generation VI
672,skiddo,9,310,70,70,"[""ground""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":66},{""name"":""attack"",""baseStat"":65},{""name"":""defense"",""baseStat"":48},{""name"":""special-attack"",""baseStat"":62},{""name"":""special-defense"",""baseStat"":57},{""name"":""speed"",""baseStat"":52}]","[{""name"":""grass""}]","[{""name"":""sap-sipper"",""isHidden"":false},{""name"":""grass-pelt"",""isHidden"":true}]","[""Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."",""If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.""]",345,Mount Pokémon,672,Generation VI
673,gogoat,17,910,186,70,"[""ground""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":123},{""name"":""attack"",""baseStat"":100},{""name"":""defense"",""baseStat"":62},{""name"":""special-attack"",""baseStat"":97},{""name"":""special-defense"",""baseStat"":81},{""name"":""speed"",""baseStat"":68}]","[{""name"":""grass""}]","[{""name"":""sap-sipper"",""isHidden"":false},{""name"":""grass-pelt"",""isHidden"":true}]","[""It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being."",""They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.""]",345,Mount Pokémon,673,Generation VI
674,pancham,6,80,70,50,"[""ground"",""humanshape""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":67},{""name"":""attack"",""baseStat"":82},{""name"":""defense"",""baseStat"":62},{""name"":""special-attack"",""baseStat"":46},{""name"":""special-defense"",""baseStat"":48},{""name"":""speed"",""baseStat"":43}]","[{""name"":""fighting""}]","[{""name"":""iron-fist"",""isHidden"":false},{""name"":""mold-breaker"",""isHidden"":false},{""name"":""scrappy"",""isHidden"":true}]","[""It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."",""It does its level best to glare and pull a scary face, but it can’t help grinning if anyone pats its head."",""It grows up imitating the behavior of Pangoro, which it looks up to as a leader."",""There’s no point to the leaf in its mouth, aside from an effort to look cool. It’s mischievous, so it’s not well suited to inexperienced Trainers."",""It follows Pangoro around like a henchman. When Pancham makes a big mistake, its leaf gets taken away."",""It’s desperate to intimidate its opponents. Be nice and pretend to be scared if you catch it glaring at you intensely."",""It chooses a Pangoro as its master and then imitates its master’s actions. This is how it learns to battle and hunt for prey."",""Wanting to make sure it’s taken seriously, Pancham’s always giving others a glare. But if it’s not focusing, it ends up smiling.""]",346,Playful Pokémon,674,Generation VI
675,pangoro,21,1360,173,50,"[""ground"",""humanshape""]",,,medium,false,false,humanoid,"[{""name"":""hp"",""baseStat"":95},{""name"":""attack"",""baseStat"":124},{""name"":""defense"",""baseStat"":78},{""name"":""special-attack"",""baseStat"":69},{""name"":""special-defense"",""baseStat"":71},{""name"":""speed"",""baseStat"":58}]","[{""name"":""fighting""},{""name"":""dark""}]","[{""name"":""iron-fist"",""isHidden"":false},{""name"":""mold-breaker"",""isHidden"":false},{""name"":""scrappy"",""isHidden"":true}]","[""Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."",""It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole."",""It boasts superb physical strength. Those who wish to become Pangoro’s Trainer have no choice but to converse with their fists."",""From the slight twitches of its bamboo leaf, it deduces its opponent’s movements. It’s eager to tussle but kindhearted toward its companions."",""This rowdy Pokémon boasts great physical strength. Many Trainers are also smitten by its lively character."",""Pangoro is the type to talk with its fists. It doesn’t say much as it pummels opponents with enough force to send a dump truck flying."",""This Pokémon is quick to anger, and it has no problem using its prodigious strength to get its way. It lives for duels against Obstagoon."",""Using its leaf, Pangoro can predict the moves of its opponents. It strikes with punches that can turn a dump truck into scrap with just one hit.""]",346,Daunting Pokémon,675,Generation VI
676,furfrou,12,280,165,70,"[""ground""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":75},{""name"":""attack"",""baseStat"":80},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":65},{""name"":""special-defense"",""baseStat"":90},{""name"":""speed"",""baseStat"":102}]","[{""name"":""normal""}]","[{""name"":""fur-coat"",""isHidden"":false}]","[""Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements."",""Historically, in the Kalos region, these Pokémon were the designated guardians of the king."",""There was an era when aristocrats would compete to see who could trim their Furfrou’s fur into the most exquisite style."",""Left alone, its fur will grow longer and longer, but it will only allow someone it trusts to cut it.""]",,Poodle Pokémon,676,Generation VI
677,espurr,3,35,71,50,"[""ground""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":62},{""name"":""attack"",""baseStat"":48},{""name"":""defense"",""baseStat"":54},{""name"":""special-attack"",""baseStat"":63},{""name"":""special-defense"",""baseStat"":60},{""name"":""speed"",""baseStat"":68}]","[{""name"":""psychic""}]","[{""name"":""keen-eye"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":false},{""name"":""own-tempo"",""isHidden"":true}]","[""The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out."",""It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power."",""Though Espurr’s expression never changes, behind that blank stare is an intense struggle to contain its devastating psychic power."",""There’s enough psychic power in Espurr to send a wrestler flying, but because this power can’t be controlled, Espurr finds it troublesome.""]",348,Restraint Pokémon,677,Generation VI
678,meowstic-male,6,85,163,50,"[""ground""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":74},{""name"":""attack"",""baseStat"":48},{""name"":""defense"",""baseStat"":76},{""name"":""special-attack"",""baseStat"":83},{""name"":""special-defense"",""baseStat"":81},{""name"":""speed"",""baseStat"":104}]","[{""name"":""psychic""}]","[{""name"":""keen-eye"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":false},{""name"":""prankster"",""isHidden"":true}]","[""When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."",""The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense."",""Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however."",""The defensive instinct of the males is strong. It’s when they’re protecting themselves or their partners that they unleash their full power.""]",348,Constraint Pokémon,678,Generation VI
679,honedge,8,20,65,50,"[""mineral""]",,,medium,false,false,blob,"[{""name"":""hp"",""baseStat"":45},{""name"":""attack"",""baseStat"":80},{""name"":""defense"",""baseStat"":100},{""name"":""special-attack"",""baseStat"":35},{""name"":""special-defense"",""baseStat"":37},{""name"":""speed"",""baseStat"":28}]","[{""name"":""steel""},{""name"":""ghost""}]","[{""name"":""no-guard"",""isHidden"":false}]","[""Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force."",""If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely."",""Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body."",""The blue eye on the sword’s handguard is the true body of Honedge. With its old cloth, it drains people’s lives away.""]",349,Sword Pokémon,679,Generation VI
680,doublade,8,45,157,50,"[""mineral""]",,,medium,false,false,heads,"[{""name"":""hp"",""baseStat"":59},{""name"":""attack"",""baseStat"":110},{""name"":""defense"",""baseStat"":150},{""name"":""special-attack"",""baseStat"":45},{""name"":""special-defense"",""baseStat"":49},{""name"":""speed"",""baseStat"":35}]","[{""name"":""steel""},{""name"":""ghost""}]","[{""name"":""no-guard"",""isHidden"":false}]","[""When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."",""The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay."",""Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents."",""The two swords employ a strategy of rapidly alternating between offense and defense to bring down their prey.""]",349,Sword Pokémon,680,Generation VI
681,aegislash-shield,17,530,250,50,"[""mineral""]",,,medium,false,false,blob,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":50},{""name"":""defense"",""baseStat"":140},{""name"":""special-attack"",""baseStat"":50},{""name"":""special-defense"",""baseStat"":140},{""name"":""speed"",""baseStat"":60}]","[{""name"":""steel""},{""name"":""ghost""}]","[{""name"":""stance-change"",""isHidden"":false}]","[""Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."",""Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king."",""In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack."",""Its potent spectral powers allow it to manipulate others. It once used its powers to force people and Pokémon to build a kingdom to its liking.""]",349,Royal Sword Pokémon,681,Generation VI
682,spritzee,2,5,68,50,"[""fairy""]",,,medium,false,false,arms,"[{""name"":""hp"",""baseStat"":78},{""name"":""attack"",""baseStat"":52},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":63},{""name"":""special-defense"",""baseStat"":65},{""name"":""speed"",""baseStat"":23}]","[{""name"":""fairy""}]","[{""name"":""healer"",""isHidden"":false},{""name"":""aroma-veil"",""isHidden"":true}]","[""It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten."",""In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."",""A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces."",""The scent its body gives off enraptures those who smell it. Noble ladies had no shortage of love for Spritzee.""]",350,Perfume Pokémon,682,Generation VI
683,aromatisse,8,155,162,50,"[""fairy""]",,,medium,false,false,humanoid,"[{""name"":""hp"",""baseStat"":101},{""name"":""attack"",""baseStat"":72},{""name"":""defense"",""baseStat"":72},{""name"":""special-attack"",""baseStat"":99},{""name"":""special-defense"",""baseStat"":89},{""name"":""speed"",""baseStat"":29}]","[{""name"":""fairy""}]","[{""name"":""healer"",""isHidden"":false},{""name"":""aroma-veil"",""isHidden"":true}]","[""It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."",""Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it."",""The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell."",""The scents Aromatisse can produce range from sweet smells that bolster allies to foul smells that sap an opponent’s will to fight.""]",350,Fragrance Pokémon,683,Generation VI
684,swirlix,4,35,68,50,"[""fairy""]",,,medium,false,false,legs,"[{""name"":""hp"",""baseStat"":62},{""name"":""attack"",""baseStat"":48},{""name"":""defense"",""baseStat"":66},{""name"":""special-attack"",""baseStat"":59},{""name"":""special-defense"",""baseStat"":57},{""name"":""speed"",""baseStat"":49}]","[{""name"":""fairy""}]","[{""name"":""sweet-veil"",""isHidden"":false},{""name"":""unburden"",""isHidden"":true}]","[""To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."",""Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy."",""It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy."",""The sweet smell of cotton candy perfumes Swirlix’s fluffy fur. This Pokémon spits out sticky string to tangle up its enemies.""]",351,Cotton Candy Pokémon,684,Generation VI
685,slurpuff,8,50,168,50,"[""fairy""]",,,medium,false,false,humanoid,"[{""name"":""hp"",""baseStat"":82},{""name"":""attack"",""baseStat"":80},{""name"":""defense"",""baseStat"":86},{""name"":""special-attack"",""baseStat"":85},{""name"":""special-defense"",""baseStat"":75},{""name"":""speed"",""baseStat"":72}]","[{""name"":""fairy""}]","[{""name"":""sweet-veil"",""isHidden"":false},{""name"":""unburden"",""isHidden"":true}]","[""It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work."",""Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!"",""By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications."",""Slurpuff’s fur contains a lot of air, making it soft to the touch and lighter than it looks.""]",351,Meringue Pokémon,685,Generation VI
686,inkay,4,35,58,50,"[""water1"",""water2""]",,,medium,false,false,tentacles,"[{""name"":""hp"",""baseStat"":53},{""name"":""attack"",""baseStat"":54},{""name"":""defense"",""baseStat"":53},{""name"":""special-attack"",""baseStat"":37},{""name"":""special-defense"",""baseStat"":46},{""name"":""speed"",""baseStat"":45}]","[{""name"":""dark""},{""name"":""psychic""}]","[{""name"":""contrary"",""isHidden"":false},{""name"":""suction-cups"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":true}]","[""Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight."",""It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide."",""It draws prey near with its blinking lights and then wraps them up in its long tentacles and holds them in place."",""When exchanging information with others of its kind, it flashes the light-emitting spots on its body in a complex rhythm."",""It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light."",""By exposing foes to the blinking of its luminescent spots, Inkay demoralizes them, and then it seizes the chance to flee.""]",352,Revolving Pokémon,686,Generation VI
687,malamar,15,470,169,50,"[""water1"",""water2""]",,,medium,false,false,blob,"[{""name"":""hp"",""baseStat"":86},{""name"":""attack"",""baseStat"":92},{""name"":""defense"",""baseStat"":88},{""name"":""special-attack"",""baseStat"":68},{""name"":""special-defense"",""baseStat"":75},{""name"":""speed"",""baseStat"":73}]","[{""name"":""dark""},{""name"":""psychic""}]","[{""name"":""contrary"",""isHidden"":false},{""name"":""suction-cups"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":true}]","[""It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."",""It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids."",""When it comes to strong hypnosis, there’s an endless number of people who utilize Malamar for their nefarious deeds."",""It flashes the pattern on its torso to control its prey and draw them in. The edges of its fins are supremely sharp."",""Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control."",""It’s said that Malamar’s hypnotic powers played a role in certain history-changing events.""]",352,Overturning Pokémon,687,Generation VI
688,binacle,5,310,61,50,"[""water3""]",,,medium,false,false,heads,"[{""name"":""hp"",""baseStat"":42},{""name"":""attack"",""baseStat"":52},{""name"":""defense"",""baseStat"":67},{""name"":""special-attack"",""baseStat"":39},{""name"":""special-defense"",""baseStat"":56},{""name"":""speed"",""baseStat"":50}]","[{""name"":""rock""},{""name"":""water""}]","[{""name"":""tough-claws"",""isHidden"":false},{""name"":""sniper"",""isHidden"":false},{""name"":""pickpocket"",""isHidden"":true}]","[""Two Binacle live together on one rock. When they fight, one of them will move to a different rock."",""They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."",""After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide."",""If the two don’t work well together, both their offense and defense fall apart. Without good teamwork, they won’t survive.""]",353,Two-Handed Pokémon,688,Generation VI
689,barbaracle,13,960,175,50,"[""water3""]",,,medium,false,false,heads,"[{""name"":""hp"",""baseStat"":72},{""name"":""attack"",""baseStat"":105},{""name"":""defense"",""baseStat"":115},{""name"":""special-attack"",""baseStat"":54},{""name"":""special-defense"",""baseStat"":86},{""name"":""speed"",""baseStat"":68}]","[{""name"":""rock""},{""name"":""water""}]","[{""name"":""tough-claws"",""isHidden"":false},{""name"":""sniper"",""isHidden"":false},{""name"":""pickpocket"",""isHidden"":true}]","[""When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."",""Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders."",""Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs."",""Having an eye on each palm allows it to keep watch in all directions. In a pinch, its limbs start to act on their own to ensure the enemy’s defeat.""]",353,Collective Pokémon,689,Generation VI
690,skrelp,5,73,64,50,"[""water1"",""dragon""]",,,medium,false,false,blob,"[{""name"":""hp"",""baseStat"":50},{""name"":""attack"",""baseStat"":60},{""name"":""defense"",""baseStat"":60},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":60},{""name"":""speed"",""baseStat"":30}]","[{""name"":""poison""},{""name"":""water""}]","[{""name"":""poison-point"",""isHidden"":false},{""name"":""poison-touch"",""isHidden"":false},{""name"":""adaptability"",""isHidden"":true}]","[""Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."",""It looks just like rotten kelp. It hides from foes while storing up power for its evolution."",""It vanishes into seaweed and remains perfectly still to avoid attacks from large Pokémon. Rotten seaweed is its main food source."",""It’s not good at swimming, so it clings to the seaweed. In the Alola region, it’s often found near Dhelmise."",""It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead."",""Skrelp looks like a piece of rotten seaweed, so it can blend in with seaweed drifting on the ocean and avoid being detected by enemies.""]",354,Mock Kelp Pokémon,690,Generation VI
691,dragalge,18,815,173,50,"[""water1"",""dragon""]",,,medium,false,false,blob,"[{""name"":""hp"",""baseStat"":65},{""name"":""attack"",""baseStat"":75},{""name"":""defense"",""baseStat"":90},{""name"":""special-attack"",""baseStat"":97},{""name"":""special-defense"",""baseStat"":123},{""name"":""speed"",""baseStat"":44}]","[{""name"":""poison""},{""name"":""dragon""}]","[{""name"":""poison-point"",""isHidden"":false},{""name"":""poison-touch"",""isHidden"":false},{""name"":""adaptability"",""isHidden"":true}]","[""Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."",""Tales are told of ships that wander into seas where Dragalge live, never to return."",""This vicious Pokémon sprays a poisonous liquid on opponents that come near. For whatever reason, it gets along really well with Dhelmise."",""It blends in with seaweed to ambush its prey and then takes them down with a poisonous liquid strong enough to melt metal."",""Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea."",""Dragalge generates dragon energy by sticking the plume on its head out above the ocean’s surface and bathing it in sunlight.""]",354,Mock Kelp Pokémon,691,Generation VI
692,clauncher,5,83,66,50,"[""water1"",""water3""]",,,slow,false,false,armor,"[{""name"":""hp"",""baseStat"":50},{""name"":""attack"",""baseStat"":53},{""name"":""defense"",""baseStat"":62},{""name"":""special-attack"",""baseStat"":58},{""name"":""special-defense"",""baseStat"":63},{""name"":""speed"",""baseStat"":44}]","[{""name"":""water""}]","[{""name"":""mega-launcher"",""isHidden"":false}]","[""They knock down flying prey by firing compressed water from their massive claws like shooting a pistol."",""Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock."",""Its claws occasionally fall off, and it keeps a low profile until they grow back. The meat of its claws is so delicious!"",""It moves around by jetting water from its right pincer. It has a poor sense of balance, so it’s terrible at swimming straight."",""Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar."",""By detonating gas that accumulates in its right claw, this Pokémon launches water like a bullet. This is how Clauncher defeats its enemies.""]",355,Water Gun Pokémon,692,Generation VI
693,clawitzer,13,353,100,50,"[""water1"",""water3""]",,,slow,false,false,squiggle,"[{""name"":""hp"",""baseStat"":71},{""name"":""attack"",""baseStat"":73},{""name"":""defense"",""baseStat"":88},{""name"":""special-attack"",""baseStat"":120},{""name"":""special-defense"",""baseStat"":89},{""name"":""speed"",""baseStat"":59}]","[{""name"":""water""}]","[{""name"":""mega-launcher"",""isHidden"":false}]","[""Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls."",""By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots."",""It compresses the water it has sucked up and then projects it with enough power to punch a hole right through a thick sheet of iron."",""Its right arm is packed with meat. When its pincer falls off, it’s exported to be used as a cooking ingredient."",""After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target."",""Clawitzer’s right arm is a cannon that launches projectiles made of seawater. Shots from a Clawitzer’s cannon arm can sink a tanker.""]",355,Howitzer Pokémon,693,Generation VI
694,helioptile,5,60,58,50,"[""monster"",""dragon""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":44},{""name"":""attack"",""baseStat"":38},{""name"":""defense"",""baseStat"":33},{""name"":""special-attack"",""baseStat"":61},{""name"":""special-defense"",""baseStat"":43},{""name"":""speed"",""baseStat"":70}]","[{""name"":""electric""},{""name"":""normal""}]","[{""name"":""dry-skin"",""isHidden"":false},{""name"":""sand-veil"",""isHidden"":false},{""name"":""solar-power"",""isHidden"":true}]","[""They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."",""The frills on either side of its head have cells that generate electricity when exposed to sunlight."",""When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves."",""The sun powers this Pokémon’s electricity generation. Interruption of that process stresses Helioptile to the point of weakness.""]",356,Generator Pokémon,694,Generation VI
695,heliolisk,10,210,168,50,"[""monster"",""dragon""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":62},{""name"":""attack"",""baseStat"":55},{""name"":""defense"",""baseStat"":52},{""name"":""special-attack"",""baseStat"":109},{""name"":""special-defense"",""baseStat"":94},{""name"":""speed"",""baseStat"":109}]","[{""name"":""electric""},{""name"":""normal""}]","[{""name"":""dry-skin"",""isHidden"":false},{""name"":""sand-veil"",""isHidden"":false},{""name"":""solar-power"",""isHidden"":true}]","[""They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper."",""It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds."",""A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them."",""One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city.""]",356,Generator Pokémon,695,Generation VI
696,tyrunt,8,260,72,50,"[""monster"",""dragon""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":58},{""name"":""attack"",""baseStat"":89},{""name"":""defense"",""baseStat"":77},{""name"":""special-attack"",""baseStat"":45},{""name"":""special-defense"",""baseStat"":45},{""name"":""speed"",""baseStat"":48}]","[{""name"":""rock""},{""name"":""dragon""}]","[{""name"":""strong-jaw"",""isHidden"":false},{""name"":""sturdy"",""isHidden"":true}]","[""This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."",""Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago."",""Its large jaw has incredible destructive power. Some theories suggest that its restored form is different from its form of long ago."",""Tyrunt is spoiled and selfish. It may just be trying to frolic, but sometimes the ones it’s trying to frolic with are gravely injured."",""This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws."",""This Pokémon is selfish and likes to be pampered. It can also inflict grievous wounds on its Trainer just by playing around.""]",357,Royal Heir Pokémon,696,Generation VI
697,tyrantrum,25,2700,182,50,"[""monster"",""dragon""]",,,medium,false,false,upright,"[{""name"":""hp"",""baseStat"":82},{""name"":""attack"",""baseStat"":121},{""name"":""defense"",""baseStat"":119},{""name"":""special-attack"",""baseStat"":69},{""name"":""special-defense"",""baseStat"":59},{""name"":""speed"",""baseStat"":71}]","[{""name"":""rock""},{""name"":""dragon""}]","[{""name"":""strong-jaw"",""isHidden"":false},{""name"":""rock-head"",""isHidden"":true}]","[""Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."",""Nothing could stop this Pokémon 100 million years ago, so it behaved like a king."",""Complete restoration is impossible, allowing room for theories that its entire body was once covered in a feather-like coat."",""The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws."",""This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent."",""A single bite of Tyrantrum’s massive jaws will demolish a car. This Pokémon was the king of the ancient world.""]",357,Despot Pokémon,697,Generation VI
698,amaura,13,252,72,50,"[""monster""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":77},{""name"":""attack"",""baseStat"":59},{""name"":""defense"",""baseStat"":50},{""name"":""special-attack"",""baseStat"":67},{""name"":""special-defense"",""baseStat"":63},{""name"":""speed"",""baseStat"":46}]","[{""name"":""rock""},{""name"":""ice""}]","[{""name"":""refrigerate"",""isHidden"":false},{""name"":""snow-warning"",""isHidden"":true}]","[""This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years."",""This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum."",""It lived in cold areas in ancient times. It’s said that when Amaura whinnies, auroras appear in the night sky."",""Amaura was restored successfully, but it’s not expected to live long because of the heat of the current environment."",""This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators."",""Amaura is an ancient Pokémon that has gone extinct. Specimens of this species can sometimes be found frozen in ice.""]",358,Tundra Pokémon,698,Generation VI
699,aurorus,27,2250,104,50,"[""monster""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":123},{""name"":""attack"",""baseStat"":77},{""name"":""defense"",""baseStat"":72},{""name"":""special-attack"",""baseStat"":99},{""name"":""special-defense"",""baseStat"":92},{""name"":""speed"",""baseStat"":58}]","[{""name"":""rock""},{""name"":""ice""}]","[{""name"":""refrigerate"",""isHidden"":false},{""name"":""snow-warning"",""isHidden"":true}]","[""The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."",""Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack."",""An Aurorus was found frozen solid within a glacier, just as it appeared long ago, which became quite a big event in the news."",""This usually quiet and kindly Pokémon has a surface temperature of around –240 degrees Fahrenheit."",""Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky."",""When gripped by rage, Aurorus will emanate freezing air, covering everything around it in ice.""]",358,Tundra Pokémon,699,Generation VI
700,sylveon,10,235,184,50,"[""ground""]",,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":95},{""name"":""attack"",""baseStat"":65},{""name"":""defense"",""baseStat"":65},{""name"":""special-attack"",""baseStat"":110},{""name"":""special-defense"",""baseStat"":130},{""name"":""speed"",""baseStat"":60}]","[{""name"":""fairy""}]","[{""name"":""cute-charm"",""isHidden"":false},{""name"":""pixilate"",""isHidden"":true}]","[""It sends a soothing aura from its ribbonlike feelers to calm fights."",""It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her."",""Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks."",""When this Pokémon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces."",""Once a fight breaks out, it will unflinchingly charge at dragon Pokémon that are many times larger than itself."",""Sylveon wraps its ribbonlike feelers around its Trainer’s arm because this touch enables it to read its Trainer’s feelings."",""By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict."",""There’s a Galarian fairy tale that describes a beautiful Sylveon vanquishing a dreadful dragon Pokémon."",""It emits a soothing aura from its ribbon-shaped organs. It wraps these appendages around quarrelers to instantly restore calm to the situation.""]",67,Intertwining Pokémon,700,Generation VI
